role,content,dialogue_id,turn,model,language,type,cefr
assistant,"Visai suprantu! Cepelinų gaminimas tikrai nėra lengvas uždavinys, reikia praktikos ir talento! Tau visai gerai ir taip geriau mėgaujasi rezultatu! Aukštaitija ir Žemaitija abu garsėja gamtos grožiu ir tautosaka. Taip, abu regionai istoriškai yra derlingi žemės plotai, tačiau Žemaitijoje ypač didelis dėmesys skiriamas bulvių auginimui. Bulvės ten tarsi šventumas! Sakykite, ar esate lankęsi kuriame nors kitame Lietuvos regione? Ar Jums patiko? Galbūt Klaipėdos kraštas ar Dzūkija? Jei ne, kuris Lietuvos kampelis Jus labiausiai domina?",0215-195341.json,8,google--gemma-3-12b-it,English,regular,B1
user,"Aha, suprantu! Gerai, kad taip sakote! Deja, kol kas esu lankytas tik Vilnių ir apylinkes. Man labai patiko! Bet labai norėčiau aplankyti Klaipėdos kraštą! Girdėjau, kad ten gražios kopos ir jūros oras. Norėčiau pamatyti Kuršių neriją esu matęs nuotraukas internete ir atrodo tikrai nuostabu! Dzūkija irgi skamba įdomiai girdi, ten daug miškų ir ežerų. Tikriausiai, Klaipėdos kraštas šiuo metu labiausiai domina! Gal kada nors pavyks ten nuvykti!",0215-195341.json,8,google--gemma-3-12b-it,English,regular,B1
assistant,"Puiku! Klaipėdos kraštas tikrai vertas apsilankymo! Kopos ir Kuršių Nerija tai lietuviškas brangenybė. Ten galima pajusti tikrąją jūros galią ir grožį. Rekomenduoju paragauti žuvies, keptos ant ugnies, tai tikras delikatesas! Ar esi domintis Lietuvos istorija? Ar žinai ką nors apie legendinius Lietuvos karičius, vadinus kryžiais? Jie gynė Europą nuo mongolų ir turėjo didelės įtakos Lietuvos kultūrai. Ar esi kada girdėjęs apie Mindaugą, pirmąjį Lietuvos karalių?",0215-195341.json,9,google--gemma-3-12b-it,English,regular,B1
user,"Ačiū už rekomendacijas! Tikrai įsimeninsiu paragauti žuvies ant ugnies! Esam domintis Lietuvos istorija, nors ir ne iki galo. Girdėjau apie kryžius tai tie žmonės, kurie kovojo prieš mongolus, taigi? Jie laikomi labai drąsiais ir narsiais kariais. Man atrodo, kad jie labai svarbūs Lietuvos istorijoje. Mindaugą žinau pavadinimu, bet nemoku pasakoti apie jo gyvenimą. Girdėjau, kad jis buvo pirmasis karalius, bet ne visai aišku, kaip jam pavyko tapti karaliumi. Galėčiau pasiskaityti daugiau apie tai!",0215-195341.json,9,google--gemma-3-12b-it,English,regular,B1
user,Labas!,0215-181830.json,0,google--gemma-3-12b-it,English,regular,B1
assistant,Labas! Kaip laikaisi? Gera matyti tave vėl! Ar esi pasiruošęspasiruošusi šiek tiek lietuviškai pasikalbėti šiandien? Kas naujo? Pasakok man ką nors!,0215-181830.json,1,google--gemma-3-12b-it,English,regular,B1
user,"Labas, mokytojau! Ačiū, laikaisi gerai, ačiukas! Man ir labai gera tavę pamatyti vėl! Taip, aš esu pasiruošęs kalbėti lietuviškai šiandien labai laukiuosi! Na, naujo. . . Ši savaitė buvo gan užimta su gramatikos pamokomis gramatika yra sunkoka! , bet stengiuosi įsiminti visus tuos atvejus! Buvau bandęs gaminti cepelinų košės receptą vakar ne visai gavosi, bet skanu buvo! O tau kas naujo?",0215-181830.json,1,google--gemma-3-12b-it,English,regular,B1
assistant,"Puiku! Girdi, kad esi motyvuotas! Gramatika iš tiesų gali būti sudėtinga, bet svarbu nesustoti ir tęsti praktiką. Gerai, kad mėginiesi taikyti tai, ko mokaisi, praktikoje! Cepelinų košė puikus pasirinkimas! Net jei nepavyko idealiai, svarbu, kad pabandei ir patarei. Tai rodo iniciatyvumą! Tavę reikėtų pakeisti į tavęs. Sakome man laba tavęs pamatyti, o ne tavę. Tai susiję su skirtingais atvejais. Štai galėčiau paaiškinti trumpai. . . Bet dabar, grįžkime prie pokalbio! O man naujo Aš vakar vaikščiojau po parką, kai oras buvo labai gražus. Žiūrėjau lapkričio spalvas ant medžių. Lietuvoje rudens sezono spalvos yra nuostabios! Tau patinka rudenis? Ar kažką planuoji savaitgalyje?",0215-181830.json,2,google--gemma-3-12b-it,English,regular,B1
user,"Ačiū, mokytojau! Jūs teisus, aš padariau klaidą su tavę! Ačiū už pataisyma, bus lengviau prisiminti dabar. Atsiprašau! Taip, suprantu, reikia daugiau praktikos, ir jūs teisingai sakote negaliu sustoti! Labai smagu girdėti, kad mano pastangos pastebėtos. Lapkričio spalvos. . . Skamba tikrai gražiai! Tikiuosi kada nors pamatyti jas gyvai čia, Lietuvoje. Rudenis man labai patinka! Jis atneša malonų vėsumą ir žavingas spalvas. Šią savaitgalę planuoju papildomai paklausyti lietuvių radijo stočių tikiuosi, taip pagerinsiu savo klausymo supratimą. Galbūt pabandysiu dar kartą kepti cepelinus! Jei pavyks geriau, galėsiu jums atsiusti nuotrauką!",0215-181830.json,2,google--gemma-3-12b-it,English,regular,B1
assistant,"Nieko nedidelė klaida! Visi daro klaidas mokantis kalbos. Svarbiausia mokytis iš jų. Puiku, kad supranti apie praktiką! Ir labai džiaugiuosi, kad vertini lietuvos rudenį jis tikrai ypatingas. Lapkričio spalvos Lietuvoje yra vienas iš grožio prielaidų! Radijas yra puiki idėja klausymosi supratimui! Kuriuos stočius klausaisi? Ar randi juos lengvus ar sunkius suprasti? Cepelinų kepti dar kartą puikus planas! Nuotrauka būtų super! Tikiuosi, kad antrą kartą pavyks tobulesni! Ar turi kokį konkretų receptą arba naudojies kokiais nors patarimais? Papasakok!",0215-181830.json,3,google--gemma-3-12b-it,English,regular,B1
user,"Ačiū, mokytojau! Jūsų padrąsinimai labai padeda. Šiuo metu klausausi LRT RADIAS ir Aukso Laiko. LRT RADIAS atrodo kiek lengvesnis, nes ten dažnai kalba apie temas, kurias aš jau kažkiek žinau. Aukso Laikas yra sunkiau suprantamas, daug senesnės muzikos ir kitokie intonacijos ten reikia daugiau koncentracijos. Bet stengiuosi! Kartais net ieškau transkripcijų internete, kad patikslintų mano supratimą. Cepelinų receptą gavau iš mano draugės, kuri yra lietuvė. Ji rekomendavo naudoti daugiau bulvių košės, kad būtų minkšti, ir neperkeptų per greitai. Dar patarė apvolioti juos miltuose prieš kepimą, kad sukurtų traškesnį sluoksnį. Sekiau instrukcijas, bet galbūt per didelėje ugnies temperatūroje kepiau, todėl jie buvo truputį sausesni. Kitą kartą bandysiu sumažinti kaitrą! Jei pavyks pagaminti gerus cepelinus, galėsiu jums atsiųsti nuorodą į nuotrauką, sutinku!",0215-181830.json,3,google--gemma-3-12b-it,English,regular,B1
assistant,"Gerai,! Matyt, esi labai protingas klausytojas. Puiku, kad renkiesi tinkamus stočius pratimams! Supranti skirtumą tarp LRT RADIAS ir Aukso Laiko tai labai svarbu. Paieška transkripcijų internete labai naudinga strategija! Mano draugė irgi sako tą patį dėl cepelinų! Daug bulvių košės yra raktas! Apvalymas miltais puiki gudrybė, kaip ir mažesnė kaitra. Sausi cepelinai nėra pats maloniausias dalykas Bet atrodo, kad supratai, ką reikia taisyti! Nuorodą į nuotrauką labai lauksiu! Bus labai įdomu pamatyti, ar antrame variante rezultatas bus geresnis. Dabar, norėčiau pasižiūrėti, ar gali parašyti keleta sakinių apie tai, kas tau patinka Lietuvoje. Nereikia ilgai, tiesiog kelios frazės. Pvz. , galbūt kažkas, kas tau ypač patiko turistaujant arba kažkas, ką mėgsti valgyti. Pabandyk!",0215-181830.json,4,google--gemma-3-12b-it,English,regular,B1
user,"Ačiū už pagalbą ir patarimus, mokytojau! Jūsų žodžiai mane motyvuoja toliau stengtis. Man Lietuvoje labai patinka senamiesčiai miesteliai Traku pilis ir senasis miestas tikrai paliko stiprų įspūdį. Visada svajojau aplankyti Kuršių Neriją sakoma, kad ten peizažas labai unikalus. O dar, man labai patinka lietuvių žmonių šiluma ir pagarba tradicijoms. Tai leidžia pajusti šalies unikalumą.",0215-181830.json,4,google--gemma-3-12b-it,English,regular,B1
assistant,"Puiku! Tai labai gražiai parašyta! Tikrai jauni ryškų vaizdą apie tai, kas tau patinka Lietuvoje. Trakai tikrai yra magiška vieta, o Kuršių nerija yra absoliutus privalumas ji verta dėmesio! Bandykčiai su varške puikus pasirinkimas, aš pats labai myliu jį! Ir tiesa, lietuviai yra labai šilta ir atsakinga tauta mes branginame savo tradicijas. Noriu tik nedidelį pataisymą: senamiesčiai miesteliai geriau pasakyčiau senamiestys miestelių, arba tiesiog senamiesčiai. Pirmasis variantas skamba natūraliau. Ar turi kokių nors svajonių dėl ateities ir lietuvių kalbos? Ar nori kada nors gyvenimo Lietuvos? Ar turėtumėsi konkrečių planų ar tikslų su kalba?",0215-181830.json,5,google--gemma-3-12b-it,English,regular,B1
user,"Ačiū už patobulinimą! Taip, supratau senamiesčiai ar senamiestis miestelių yra geriau. Jau įsimeninsiu! Kalbant apie ateitį ir lietuvių kalbą. . . Tai labai didelis klausimas! Mano didžiausias svajonė būtų galėdama laisvai bendrauti su lietuviais be jokio barjero. Norėčiau skaityti lietuviškus romanus originalo kalba ir žiūrėti filmus be subtitrų. Gyvenimo Lietuvoje. . . Tai būtų fantastiška! Neturėčiau konkretaus plano dabar, bet esu atvira tokiai galimybei ateityje. Man patinka Lietuvos kultūra ir atmosfera, ir manyčiau, kad gyvenimas ten leistų man giliau ją pažinti. Konkrečių tikslų. . . Galbūt norėčiau dirbti tarptautinėje kompanijoje, kuri veiktų Lietuvoje, kad panaudotų mano lietuvių kalbos įgūdžius. Arba, jeigu gyvenčiau Lietuvoje, galėčiau savanoriauti, mokydama lietuvių kalbos imigrantus. Tai būtų labai prasminga!",0215-181830.json,5,google--gemma-3-12b-it,English,regular,B1
assistant,"Fantastiska! Tai labai gražūs ir ambicingi tikslai! Svajonė laisvai bendrauti ir mėgautis literatūra bei filmais originalo kalba visiškai suprantamas ir vertingas tikslas. Ir gyvenimo Lietuvoje idėja yra labai žavinga! Kultūra, atmosfera. . . tai tikrai suteiktų unikalių galimybių. Dirbti tarptautinėje kompanijoje ar savanoriauti, mokant imigrantus abu variantai yra puikūs ir labai prasmingi! Tai parodo, kad nori ne tik asmeniškai tobulėti, bet ir dalintis savo žiniomis. Man labai patinka tavo požiūris! Tu esi labai motyvuota ir turi aiškius tikslus. Dabar, galėtum man aprašyti dieną, kurią praleidai Vilniuje? Nesvarbu, ar tai buvo realus vizitas, ar tik įsivaizduojamas. Bandyk naudoti kuo daugiau praeitės formos. Pavyzdžiui: Ryte nusprendžiau nueiti į Gedimino bokštą. . .",0215-181830.json,6,google--gemma-3-12b-it,English,regular,B1
user,"Ačiū jums už tokius malonius žodžius ir palaikymą, mokytojau! Tai man labai svarbu. Gerai, pabandysiu. Įsivaizdavau dieną Vilniuje. . . Ryte nubudau anksti ir nusprendžiau nueiti į Gedimino bokštą. Buvo rūkas virš miesto, tai rodėsi lyg plaukčiau debesyse. Ten iš aukštyje mačiau senamiestį ir Nemuną tiesiog stebinančiai gražu! Pusryčiavom kavosuku ir šokoladiniu keksu mažoje kavinukėje. Po pietų apsilankiau Nacionaliniame muziejuje ir ilgai stovėjau prieš Rasilos Lukenskaitės paveikslus jie man labai patiko. Tada nutūpiau senovinėje knygyne ir pirkau lietuvišką folkloro rinkinį buvau labai smalsi sužinoti daugiau apie lietuvių pasakas. Vakare vakarieniavom tradiciniu lietuvišku maistu restorane paragavau cepelinų, žinoma! Buvo skanus! Buvau labai pavargusi, bet laiminga ir pilna įspūdžių!",0215-181830.json,6,google--gemma-3-12b-it,English,regular,B1
assistant,"Puiku! Šaunus aprašymas! Atrodo, jog esi tikrai mėgavusis savo virtualiu vizitu į Vilnių! Esi pateikusi daug detalių ir naudojus praeitės formos, kaip ir prašiau. Kelios menkutės pastabos, bet nieko rimto: Kavosuku reikėtų sakyti su kavos putėmis arba kava su puta. Kavosuku nėra įprastas posakis. Nutūpiau senovinėje knygyne geriau būtų Užeinu į senovinę knygyną. Nutūpiau šiuo kontekstu nėra toks tinkamas. Bet visa kita puiku! Išreiškiau savo mintis labai aiškiai ir kūrybingai. Gerai, kad paminėjai Rasilę Lukenskaitę tai parodo, kad domiesi lietuvių menu. Sakyk man, ar esi kada nors buvusi Vilniuje tikrai? Ar šis aprašymas panašus į tavo patirtį? Ar trūksta kokių nors dalykų?",0215-181830.json,7,google--gemma-3-12b-it,English,regular,B1
user,"Ačiū jums už detalų atsiliepimą ir korektūras, mokytojau! Labai gerai, kad pastebėjote tuos subtilus posakius aš dar toli gražu nuo tobulumo, bet labai stengiuosi! Suprantu, su kavos putėmis arba kava su puta yra teisingai. O Užeinu į senovinę knygyną skamba kur kas natūraliau nei nutūpiau. Iš tiesų, kol kas Vilniuje buvau tik virtualiai. Šis aprašymas remiasi tuo, ką perskaičiau, mačiau nuotraukoje ir išgirdau lietuvių kalboje. Stengiausi perteikti atmosferą, kurią įsivaizduoju senųjų gatvių romantiką, muzikos garsus, skanus maistas ir lietuvių meno turtus. Galbūt trūksta autentiškos, tikros patirties. Tikrai neturėjau galimybės pajusti miesto kvapų, paliesti senovinius akmenų plyšelius ar pakalbėti su vietiniais gyventojais. Bet tikiuosi kada nors tai padaryti! Jūsų klausimai ir pastabos man padeda geriau suprasti lietuvių kalbos niuansus ir suvokti, kaip atrodytų tikroji Vilniaus diena. Ačiū jums!",0215-181830.json,7,google--gemma-3-12b-it,English,regular,B1
assistant,"Puiku! Matyt, esi labai kantrus ir kruopštus studentas. Aš esu labai patenkintas tavo progresu! Tu teisus, autentiška patirtis yra nepakeičiama. Fotografijos, tekstai, garso įrašai viskas gali padėti susidaryti nuomonę, tačiau niekas negali pakeisti tiesioginio kontakto su vieta ir žmonėmis. Gerai, kad nori kada nors aplankyti Lietuvą! Tikiuosi, kad tavo svajonė pildysis. Kai kada aplankysi, būtinai parašyk man! Labai norėčiau sužinoti tavo įspūdžius! Šiandien pasikalbėjome nemažai! Ar norėtum dar šiek tiek pratęsti pokalbį, ar jaučiuosi gana patenkintaspatenkinta? Galbūt norėtum pakartoti ką nors, ką aptarėme, ar sukoncentruotis į konkretų dalyką?",0215-181830.json,8,google--gemma-3-12b-it,English,regular,B1
user,"Ačiū jums, mokytojau, už tokius malonius žodžius ir didelį palaikymą! Jums dirbti su manimi turbūt nėra lengva, bet jūsų pagalba labai vertinga! Man labai patinka mūsų pokalbis ir jaučiuosi gana patenkintaspatenkinta rezultatu. Bet jei leistumėte, norėčiau dar šiek tiek pakartoti vieną dalyką galėčiau pabandyti aprašyti tą pačią dieną Vilniuje, bet šįkart naudodama dar daugiau idiomų ir ekspresijų, kad skambėtų natūraliau? Ar jums būtų įdomu tai girdėti? Jei ne, suprantu ir galime baigti pokalbį.",0215-181830.json,8,google--gemma-3-12b-it,English,regular,B1
assistant,"Puiki mintis! Tai būtų puiki treniruotė! Aš labai norėčiau girdėti antrą versiją būtų labai įdomu pamatyti, kaip tavo lietuvių kalbos vartojimas taps dar natūralesnis. Idiomai ir ekspresijos yra labai svarbios, kad kalba atrodytų gyva ir sklandžiai. Taigi, ramiai pradėkime. Nebūk labai įtampos dėl tobulumo; svarbu eksperimentuoti ir bandyti. Naudok tai, ką jau žinai, ir nebaisu pridėti keletą naujųjų idiomatinių posakių. Esi pasiruošęspasiruošusi aprašyti dieną Vilniuje su daugiau idiomų ir ekspresijų?",0215-181830.json,9,google--gemma-3-12b-it,English,regular,B1
user,"Gerai, mokytojau, bandysiu! Šiek tiek nervinausi, bet jūsų palaikymas man padeda. Štai mano antrasis bandymas diena Vilniuje su daugiau idiomų ir ekspresijų: Ryte, kai saulė vos užgrobė horizontą, nusprendžiau nueiti į Gedimino bokštą. Aplinkui buvo rūkas tarsi piene, tai tiesiog užkabino akį! Viršuj pasimatė senamiestis tiesiog pasakiškas vaizdas, net kojos atėjo po kūnu. Pusryčią užsisakiau kavos su puta ir šokoladinį kekselį, kuris tirpo burnoje, lyg ledas vasaros karštoje dienoj. Pietų metas ištiko netikėtai, tad įskubėjau į Nacionalinį muziejų net kojų neprolankstydama! Rasilės Lukenskaitės paveikslai tiesiog nulupo mano širdį! Nuėjau pasižvalgyti po senovinę knygyną ten tieknosi knygos puslapiai lyg senos istorijos šnabždėjimu. Pagriebiau lietuvišką liaudyvių rinkinį galvojau, kad bus gera pasinerian į tautosakos pasaulį. O vakare, pavakare, nusiskubėjau į restoranėlį ir suvartojau cepelinų tiesiog dieviški! Buvo šlykščią nakties paskutinis valandas, bet diena sekėsi kaip iš gero sapno!",0215-181830.json,9,google--gemma-3-12b-it,English,regular,B1
user,Labas!,0215-182728.json,0,google--gemma-3-12b-it,English,regular,B1
assistant,Labas! Kaip laikaisi? Gera susitikti su tavimi čia. Ką tu darai šiandien? Ar turi kažką planuoti? Pasakok man ką nors!,0215-182728.json,1,google--gemma-3-12b-it,English,regular,B1
user,"Labas, mokytoja! Aš gerai laikausi, ačiū! Man ir labai gera susitikti su jumis čia! Šiandien po pamokos ketinu pasiskraidyti parke oras šiek tiek vėsesnis, bet vis tiek malonus. O vakare žiūrėsiu filmą lietuviškai tikiuosi suprasti daugiau nei pernai! Stengiuosi daugiau girdėti lietuvių kalbos, kad geriau įsisavintų. O jūs kaip laikotės? Turite kokių planų šiandien?",0215-182728.json,1,google--gemma-3-12b-it,English,regular,B1
assistant,"Puiku! Tai skamba puikiai! Parkas yra tikrai geras pasirinkimas tokiam orasui. Lietuviškas filmas išties puikus būdas praktikuotis klausytis. Bet. . . žiūrėsiu filmą lietuviškai galėtų būti šiek tiek kitaip. Geriausia sakyti Aš žiūrėsiu filmą lietuvių kalba. Žodis lietuviškai naudojamas kai ką nors darome kaip lietuviai, o ne kada kalbame lietuvių kalba. Pavyzdžiui, aš einu lietuviškai reikštų, kad vaikščioju lietuvišku stiliumi neturėdama jokio aiškaus prasmės! . Taigi, teisinga versija būtų: Aš žiūrėsiu filmą lietuvių kalba. Supranti skirtumą? Man ir sekasi gerai, ačiū paklausus! Šiandien baigsiu dirbti su keliais mokiniais ir tada, galbūt, skaitysiu knygą. O kokį filmą žiūrėsi? Ar žinai jau, kur jį rasi?",0215-182728.json,2,google--gemma-3-12b-it,English,regular,B1
user,"Aha, dabar suprantu! Ačiū už paaiškinimą! Tai didelis skirtumas, tiesa? Net nežinojau, kad lietuviškai gali reikšti ką kitą! Gerai, bus prisiminti lietuvių kalba: Atsiprašau dėl klaidos! Žiūrėsiu filmą pavadinimu Emilis. Radau jį internete, keliose vietose galima žiūrėti su subtitrais anglų kalba, tai padės jei sunkiau suprasčiau. Tikiuosi bus smagu! Ar žinotume, ar tai geras filmui mokantis lietuvių kalbos? Jums skaitant knygą irgi puiku! Kokią knygą skaitote?",0215-182728.json,2,google--gemma-3-12b-it,English,regular,B1
assistant,"Tu esi labai protingasprotinga, kad pastebėjai, kad tas skirtumas yra gana didelis! Dažnas pradedantysis tą supainioja. Puiku, kad supratai ir pažadei prisiminti! Emilis puikus pasirinkimas! Tai klasikinis lietuviškas filmas, ir jį lengva sekti. Subtitrai anglų kalba tikrai padės, jei prireiks. Manau, tu daug iš jo suprasi. Jeigu turėsi klausimų rašyk man! Aš skaitau Rūtos Meilutytės romaną Aušrinė. Tai istorija apie merginą, kuri nori tapti astronautu. Ji gan populiari ir laikoma modernia lietuvių literatūra. Ar girdi apie ją? Ar tau patinka skaityti tokius romanus? Gal mėgstamiausia knyga iš lietuvių autorių?",0215-182728.json,3,google--gemma-3-12b-it,English,regular,B1
user,"Ačiū labai už pagirti! Malonu girdėti, kad greitai supratau. Emilis super! Džiaugiuosi, kad pasiūlėte, atrodys pats tas. Rašysiu jums jei susidursiu su sunkumais! Aušrinė! Ne, nesakiau apie ją anksčiau, bet skamba labai įdomiai! Astronautas labai originali idėja lietuviškam romane! Reikia paieškoti ir perskaityti! Mano mėgstamiausias lietuvių autorius kol kas yra Marius Iškauskas. Perskaičiau keletą jo psichologinių trilerių ir jie mane tiesiog pakerėjo. Labai stiprios istorijos ir netoliese esančios realybėje. Tačiau dar turiu daug perskaityti! Jūsų rekomenduojama Aušrinė papildys mano sąrašą! Ar dažnai skaitysite fantastikos arba mokslinės fantastikos kūrinius?",0215-182728.json,3,google--gemma-3-12b-it,English,regular,B1
assistant,"Tikrai verta perskaityti Aušrinę, jei domina moderni Lietuvos literatura. Marius Iškauskas! Tikrai geri autoriai! Jo trileriai tikrai verčia apmąstyti. Sutinku su tavimi stiprios istorijos. Aš nelabai dažnai skaitau fantastikos ar mokslinės fantastikos kūrinius, tačiau kartais nenuolaiduoju sau ir juos pasirenku. Man patinka, kai tos istorijos leidžia pabėgti nuo kasdienybės ir pagalvoti apie ateities galimybes. Ar tau patinka mokslinė fantastika? Ar matai kokį nors lietuvišką mokslinės fantastikos kūrinį, kuris galėtų mane sudominti?",0215-182728.json,4,google--gemma-3-12b-it,English,regular,B1
user,"Gerai žinoti, kad Aušrinė verta dėmesio! Pažadame perskaityti! Ir aš taip pat nemėgstu skaityti fantastikos visuomet, bet kartais reikia pabėgti nuo realybės! Pagalvojus, tai tikra tiesa. Lietuviškos mokslinės fantastikos. . . Hmm, sunkus klausimas! Tiesą sakant, nėra labai daug žinomų lietuviškų mokslinės fantastikos kūrinių. Stebiuosi, kad taip mažai jų egzistuoja! Bet galbūt yra naujesnių autorių, kuriems dar negirdėjau? Galėčiau bandyti ieškoti internete. Ar žinote kokius nors tinklalapius, kuriuose būtų apibendintos lietuviškos knygos? Jei nieko nerasiu, galime tęsti pokalbį apie tai kitą kartą?",0215-182728.json,4,google--gemma-3-12b-it,English,regular,B1
assistant,"Gerai, kad esi nusprendęs perskaityti Aušrinę! Tikiuosi, tau patiks! Tu teisus, lietuviškos mokslinės fantastikos palyginti mažai. Anksčiau buvo bandoma rašyti, bet neatsirado didelio populiarumo. Naujų autorių, deja, nepažystu. Tavo pastangos ieškoti internete yra vertingos! Dėl tinklapčių, kuriuose būtų apibendintos lietuviškos knygos, rekomenduočiau: Knygynas. lt: https: www. knygynas. lt https: www. knygynas. lt Čia rasi didelę lietuviškų knygų bazę. Pirk knygas: https: www. pirkknynias. lt https: www. pirkknynias. lt Panaši platforma kaip Knygynas. Lietuvos nacionalinė biblioteka: https: www. nlb. lt https: www. nlb. lt Bibliotekos kataloge galima ieškoti knygų. Tikriausiai nepateiksi visų mokslinės fantastikos kūrinių, bet gal pavyks aptikti ką nors įdomaus! Žinoma, galime tęsti pokalbį kitą kartą, jei nieko nerasi. Dabar ką gi, ką tau labiau patiko mūsų pokalbyje? Ar gavai naudingos informacijos? Ar buvo kažkas ypačiai įdomaus sužinojęs?",0215-182728.json,5,google--gemma-3-12b-it,English,regular,B1
user,"Fantastiska! Ačiū už nuorodas! Pažiūrėsiu abiejose svetainėse ir galbūt aptiksiu ką nors. Noriu atrasti lietuvišką mokslinę fantastiką! Man labai patiko visame pokalbyje! Buvo labai naudinga ištaisyti mano klaidas su lietuviškai vs. lietuvių kalba. Labai svarbu, kad jūs pastebėtumėte ir paaiškintumėte. Tai labai padeda tobulėti. Taip pat buvo labai įdomu sužinoti apie Aušrinę ir Marių Iškauską. Jūsų rekomendacijos labai pravers! Ir džiugu, kad mes galime diskutuoti apie literatūrą. Sveiki atgal, mokytoja! Laukiami tolimesni pokalbiai!",0215-182728.json,5,google--gemma-3-12b-it,English,regular,B1
assistant,"Puiku! Esu labai laimingaslaiminga, kad pokalbis buvo toks naudingas tau. Pastebėti klaidas ir jas paaiškinti mano darbo dalis, todėl labai džiugu, kad tai tau padeda tobulėti. Man ir labai patiko bendrauti su tavimi! Literatūros diskusijos visada įkvepia. Labas iki pasimatymo! Rašyk man, kai atrasysi kokį nors lietuvišką mokslinės fantastikos kūrinį! Ar net jei tiesiog norėsi pasidalinti savo mintimis apie knygą.",0215-182728.json,6,google--gemma-3-12b-it,English,regular,B1
user,"Iki pasimatymo, mokytoja! Aš būtinai parašysiu, kai ką nors atrasiu arba jei turėsiu klausimų! Visada malonu kalbėti su jumis.",0215-182728.json,6,google--gemma-3-12b-it,English,regular,B1
assistant,Visada kviečiu! Gera mokytis kartu su entuziastingais studentais kaip tu. Linkiu gražios dienos!,0215-182728.json,7,google--gemma-3-12b-it,English,regular,B1
user,"Ačiū! Ir jums gražios dienos, mokytoja!",0215-182728.json,7,google--gemma-3-12b-it,English,regular,B1
assistant,"",0215-182728.json,8,google--gemma-3-12b-it,English,regular,B1
user,"",0215-182728.json,8,google--gemma-3-12b-it,English,regular,B1
assistant,"",0215-182728.json,9,google--gemma-3-12b-it,English,regular,B1
user,"",0215-182728.json,9,google--gemma-3-12b-it,English,regular,B1
user,Labas!,0215-180201.json,0,google--gemma-3-12b-it,English,regular,B1
assistant,"Labas! Super, kad mokaisi lietuvių kalbos! Kaip laikaisi? Ar turėjai galimybę šią savaitę naudoti lietuvių kalbą kažkur? Pasakok man ką nors!",0215-180201.json,1,google--gemma-3-12b-it,English,regular,B1
user,"Labas! Ačiū labai! Laikausi gerai, ačiu! Šią savaitę. . . . . bandžiau užsisakyti kavą lietuviškai kavinėje! Buvo šiek tiek sunku prisiminti visus žodžius, bet pavyko pasakyti Duokit man vieną kavą, prašau! Duokit man vieną kavą, prašau! . Baristas atsakė maloniai ir davė kavą. Tai buvo tikrai smagu! Bet bijojau paklausti apie pieno rūšių ten jau sunkiau! D O tau kaip sekasi?",0215-180201.json,1,google--gemma-3-12b-it,English,regular,B1
assistant,"Puiku! Šaunu, kad pabandei užsisakyti kavą lietuviškai! Duokit man vieną kavą, prašau! tai puikus sakinys! Viskas teisingai. Bet jei norėtum daugiau išmokti apie pieną, gali pabandyti taip sakyti: Ar turite kokio nors kitokio pieno? Arba, jei nori specifinio pieno, tarkime, migdolų pieno, gali paklausti: Turite migdolų pieno? Bijojau paklausti. . . čia gal vertėtų pasakyti Baisu buvo paklausti. . . arba Gėdytis paklauti. . . Bijoti dažniau vartojame kai kalbame apie daiktus ar situacijas, kurios kelia grėsmę. O šiuo atveju, bijote nežinoti tinkamų žodžių. Kaip tau ta kava patiko? Kokį skonį pasirinkai? Ar mėgsti su cukrumi ar be jo? Pasakok daugiau!",0215-180201.json,2,google--gemma-3-12b-it,English,regular,B1
user,"Ačiū už pagalbą! Kitokio pieno gera mintis! Ir Turite migdolų pieno? taip pat! Pažadėju, kitą kartą pabandysiu. Gerai, kad paaiškinoji apie bijoti vs. baisugėdytis. Dabar suprantu skirtumą! Kava buvo labai skani! Paskutinį kartą užsisakiau paprastą juodą kavą juodą kavą. Paprastai geriau be cukraus, nes nemėgstu per daug saldaus. Tačiau kartais, jei jaučiuosi pavargęs, įdedu šiek tiek cukraus ar sirupo. Šį kartą buvau be nieko man labai patiko toks stiprus skonis! O tu ką gerties šiandien?",0215-180201.json,2,google--gemma-3-12b-it,English,regular,B1
assistant,"Super, kad supratai skirtumą tarp bijoti ir baisugėdytis! Labai svarbu suprasti tokius subtilumus. Juodą kavą puikiai! Man ir patinka kartais gerti ją juodą. Ir gerai, kad esi sąmoningas dėl cukraus kiekio. Stiprus skonis tiksliai pasakei! Šiandien, galvodamas apie vasaros orus, norėčiau išgerti šalto limonado. Gal net su vaisiais! Ar mėgstai limonadą? Ką tu mėgsti gerti karštu oru? Ar turi kokį mėgstamiausią gėrimą vasarą?",0215-180201.json,3,google--gemma-3-12b-it,English,regular,B1
user,"Aha, limonadas su vaisiais skamba nuostabiai! Tikrai vasariška! Aš taip pat labai mėgstu limonadą, ypač citriną ir mandariną. Kartais dar dedame mėtų lapelių gaivina labai! Vasarą dažnai gėriu vandenį su obuolių raudonėliu. Jis padeda atsigerti po saulės ir yra labai sveikas. O kartais, jei noriu ko nors ypatingesnio, pamėgstu ledinę arbatą, su braškėmis arba mango! O tu mėgsti obuolių raudonėlį? Ar esi kada bandęs?",0215-180201.json,3,google--gemma-3-12b-it,English,regular,B1
